Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,CLTV,Gender_Male,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Avg_Monthly_Spend,Tenure_Bucket,Num_Services_Subscribed,Charges_Per_Tenure
0,0,0,0.26992923768238775,1,1,-0.3626603559551803,-0.034868584716916,0,-1.7078119957146214,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.27322156205069337,2,1,-0.5072790786965339
0,0,0,0.22920887396235737,1,1,-1.3464441800535252,-0.6023621729301679,0,-1.1862447950061954,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-1.34248582486952,2,0,-0.590341495364075
0,0,0,0.7992939660427822,1,1,0.8205391081630994,1.013845271974611,0,0.8332431182716485,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.7709473705844221,3,2,-0.46812601210056204
0,1,1,0.6364125111626608,1,1,1.3456669602155942,1.199031802062858,0,-0.10591597408987703,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1.3022230733360507,2,4,-0.4153590968124045
0,1,0,1.5322605130033284,0,0,-0.17487729493640844,0.8228351273606581,0,-0.31217593676873595,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.18127047228985532,3,5,-0.5655492625096851
0,0,0,-0.5037576729981889,1,0,0.19237984210030468,-0.3468510856148412,0,1.1747555154940215,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3296917810781456,1,0,-0.27644713131722787
0,0,0,0.7178532386027215,1,1,0.5895493251400082,0.8379677014691201,0,0.7250411706368373,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0.6238753044200934,3,5,-0.4761620436936949
0,1,0,-0.30015585439803716,1,1,-0.10508182092943122,-0.295034151823621,0,-0.5015293451296555,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.00853089512076336,2,3,-0.38998919891164197
0,0,0,-0.8295205827584317,1,1,-0.5221928679711283,-0.7441363038267929,0,-0.13212113328268288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5047284769793665,0,1,-0.22903119112337045
0,1,0,-0.38159658183809786,1,1,0.04946530008601819,-0.32909347314062565,0,-1.9681729322108859,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.06570320969830408,1,4,-0.3451377723121933
0,0,0,-0.21871512695797646,1,1,-1.5076384890696393,-0.7720411234291316,0,-0.51420926086811,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-1.4892037880426676,2,0,-0.5821938493077345
1,0,0,0.5956921474426305,1,1,0.7075369121518029,0.6996568564836153,0,0.9524343262131203,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5797637499614928,2,1,-0.45609038989546696
0,1,1,-0.2594354906780068,1,1,-1.51594747407047,-0.7782397434356589,0,-0.045052378545295715,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-1.4821232887005993,2,0,-0.5803132643359676
0,0,1,-1.2367242199587352,1,0,-1.5126238800701375,-0.9844486395958658,0,0.27448149806375616,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.3387908274430171,0,0,0.07406964180760306
0,1,1,-0.2594354906780068,1,0,0.5712695581381809,-0.09250913303384142,0,-1.3384037838676486,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.49289129048964947,2,2,-0.31363418253313674
1,1,0,1.6137012404433893,1,1,1.6580847962468257,2.6710165508727046,0,0.8518403280213817,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1.686606652025274,3,6,-0.48156219347206264
0,1,1,1.247217966963116,1,0,-1.4876969250676457,-0.47227938937681546,0,1.3311411429349596,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-1.5033365494412925,3,0,-0.6258037048425412
0,1,1,1.5729808767233588,1,0,-1.4943441130683104,-0.38977818359598815,0,0.8501496725895877,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.487774225750105,3,0,-0.6301032680642826
0,1,1,-0.8702409464784621,1,1,0.012905766082363669,-0.6866501695313822,0,1.3032453283103598,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.035048734419884445,0,2,-0.039152189698256436
1,1,0,-0.748079855318371,1,0,-1.4993295040688086,-0.9049033593697525,0,-1.215831265062589,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-1.5979001931966554,1,0,-0.5114353231442174
0,0,0,-0.7888002190384014,1,0,0.8039211381614382,-0.49323557801098283,0,0.8509950003054847,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0.814944591072399,1,6,0.06683545606943479
0,0,1,-1.0738427650786138,1,1,-1.481049737066981,-0.9623894936651632,0,-0.7796421636597562,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.5959336679556595,0,0,-0.3307717713887554
1,1,1,-0.8702409464784621,1,1,0.3469269631157543,-0.6637307169093823,0,0.6700948691035347,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1910764225409484,0,0,0.05687138892063701
0,1,0,-0.5851984004382496,1,0,-0.26461433294537917,-0.5316626102222665,0,0.978639485405926,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1650374619338467,1,1,-0.3188752355571699
0,1,0,-0.015113308357824713,1,1,0.356897745116751,0.01983809719122616,0,-1.0729708810760024,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2626047557441862,2,1,-0.3993166118992894
0,0,0,-0.13727439951791576,0,0,-0.9692162610158153,-0.5325670352054254,0,-0.424604522983032,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.9155389903841997,2,2,-0.5255761088512783
0,0,0,-1.1960038562387048,1,1,-0.1499503399339166,-0.9305581460871596,0,0.36324090823293725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.25983708871812927,0,1,1.065357829042449
0,0,0,0.35136996512244845,0,1,-0.8113455460000336,-0.2655410737142718,0,-1.6452577447382462,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.7854710593048692,2,2,-0.5514826834381524
0,0,0,-1.2774445836787656,1,0,-1.5259182560714666,-0.9974635356949803,0,0.5779541480707658,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-1.514716175502523,0,0,0.4189901580406435
0,0,0,-1.0331224013585834,1,0,-0.32942441595185784,-0.842365680656211,0,-0.7771061805120654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.38931311058530876,0,1,0.12447007735135063
0,1,0,0.7992939660427822,1,1,-0.015344782920460707,0.49891862851422275,0,0.00397662897672812,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.02941154542135882,3,3,-0.5225330636863728
0,1,1,0.5142514200025698,1,1,-1.3331498040521963,-0.5033607259931753,0,-1.147359720074935,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-1.3014032495612005,2,0,-0.6001932630434723
0,1,0,1.5322605130033284,1,0,0.37683930911874425,1.316717345603156,0,0.6041593072635716,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0.34707193115806856,3,4,-0.5387425960379821
0,0,0,0.8400143297628127,1,0,-1.5309036470719648,-0.5620821724607052,0,-0.2403230809174941,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.5105708887115026,3,0,-0.6219287898402309
1,1,0,1.2064976032430856,1,1,1.1030445981913404,1.6133246217873816,0,0.868746882339321,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0259037570902827,3,3,-0.48337214224294583
0,1,0,1.125056875803025,1,1,0.9750862291785486,1.4100937103278195,0,0.73264912007991,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.8777033699865125,3,3,-0.4847639342408242
1,1,0,-0.38159658183809786,1,1,1.0083221691818711,0.020433694131355287,0,-0.3172479030641177,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.2037057163334826,1,3,-0.20731288459303518
0,0,0,1.4100994218432374,1,1,0.252204534106285,1.196384704551174,0,0.4308671255046943,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.3238276028094956,3,4,-0.5396438300852899
1,1,0,1.5729808767233588,1,1,0.5961965131406728,1.5668460013113914,0,0.5821807866502506,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.5758907147418746,3,5,-0.5299393693059344
0,0,0,-0.30015585439803716,1,0,-1.491020519067978,-0.7804235988827984,0,-1.919143924688862,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-1.4624506542574265,2,0,-0.5738782105492015
0,0,0,-1.1145631287986442,1,1,-0.3643221529553466,-0.8805059439703956,0,-1.8751868834622198,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.26126871909357446,0,1,0.36643994088602505
0,0,0,-0.2594354906780068,1,1,-0.43910301796282214,-0.43427148093821505,0,-1.0738162087918992,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.4914393044854045,2,0,-0.4427272412402396
0,1,0,-1.2774445836787656,1,0,-1.4993295040688086,-0.9971105893600889,0,-1.5734048888870042,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-1.4882860762635362,0,0,0.4648521657392193
1,0,0,1.5322605130033284,0,1,-0.6883725679877406,0.3229087031331477,0,-0.3197838862118086,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,-0.7160788107301748,3,3,-0.5904988406414807
0,1,1,1.6137012404433893,1,1,1.6364814352446657,2.5647797040704408,0,0.13331176950896342,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1.5761141538178425,3,6,-0.48258309432836655
1,1,1,-0.015113308357824713,1,1,1.1844726511994805,0.41379238436764193,0,0.3784568071190826,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1.1845093305665793,2,3,-0.31280418828606654
0,0,0,-0.748079855318371,1,1,-0.3493659799538514,-0.6646572010384718,0,0.019192527862873447,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.3128546092153824,1,1,-0.246964412082429
0,0,0,-0.7888002190384014,1,1,0.5064594751317021,-0.551648196435483,0,0.9947007120079684,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4784690969145288,1,1,-0.006461859805967923
0,0,0,0.5549717837226001,1,0,0.47987072312904416,0.5797433392043168,0,-2.0231192337441883,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0.44362490044707725,2,4,-0.4684274935843292
1,1,0,0.43281069256250915,1,1,0.9817334171792131,0.7382824210082755,0,-1.9952234191195886,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.8997963206730549,2,3,-0.4159068457447971
0,0,0,0.26992923768238775,1,1,-0.4972659129686364,-0.136142123684771,0,-1.8582803291442807,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.467677628727277,2,1,-0.5188878993952358
0,0,0,1.002895784642934,0,1,-0.3659839499555126,0.4042407741796477,0,1.0090712831782167,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.28505001233426797,3,4,-0.5553798244864304
0,1,0,0.8400143297628127,1,1,0.9534828681763893,1.1437515823605178,0,0.2533483051663321,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0.8996172883531771,3,3,-0.46321651782779777
0,1,1,-0.5851984004382496,1,1,0.7690234011579498,-0.3437848643304735,0,0.6692495413876377,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.6165776603524397,1,3,-0.1312030724748391
0,1,0,1.0436161483629645,1,1,-0.12336158793125872,0.5289852444177703,0,0.009048595272109897,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.15592996365681086,3,2,-0.5429946030181526
1,0,0,1.5729808767233588,1,0,1.3057838322116073,2.264951792580333,0,-0.24285906406518498,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1.3121876783124866,3,3,-0.49594097123771924
0,0,0,0.10704778280226633,1,1,1.1462513201956595,0.5524782348339684,0,-0.9774488491796456,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1.1964928437538986,2,4,-0.34553588001791
0,0,0,-1.1960038562387048,1,0,0.6959043331506402,-0.8925061193566978,0,1.1882807589483728,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.6899946026829582,0,2,1.7948503889979235
0,0,0,0.22920887396235737,1,1,1.332372584214265,0.7092084666716095,0,-1.4296991771845207,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1.24214313969041,2,4,-0.3533877889214323
0,1,0,0.10704778280226633,1,1,0.14584952609565352,0.0928318110759208,0,-0.3848741203358747,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0.21305716903467048,2,4,-0.44140021555451686
0,0,0,0.5956921474426305,1,0,0.32200000811326246,0.5429045655000436,0,-0.7957033902617986,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0.3300133707164928,2,4,-0.4837986862133567
0,0,0,-0.748079855318371,1,0,-0.4756625519664766,-0.6680763686577307,0,-1.0273231844175663,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.33114329395664566,1,1,-0.2760103502915271
1,1,0,-0.5037576729981889,1,1,-0.1582593249347472,-0.4501761251542516,0,-1.691750769112579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.05717879653252354,1,2,-0.3340476290815108
0,1,0,1.369379058123207,1,0,0.6809481601491449,1.437645583595267,0,0.5170905525261845,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.6348568104258678,3,5,-0.5157477208830386
0,1,0,-0.7073594915983407,1,1,-1.505976692069473,-0.8554026359012562,0,-1.6207432409772342,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,-1.3867504450204284,1,0,-0.5222558905856001
0,0,0,0.3920903288424788,1,1,-1.462769970065154,-0.6332229180872208,0,-1.5438184188306106,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-1.4732224929175064,2,0,-0.6063056855811553
0,1,0,-0.62591876415828,1,0,0.46989994112804756,-0.4106461356464327,0,-1.7230278946007667,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4840600794458533,1,1,-0.1590622306601583
0,0,0,0.18848851024232702,1,1,1.3207400052131024,0.6610092328130246,0,0.3480250093467919,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1.2359338991819622,2,4,-0.3463320954293437
0,0,0,-0.8295205827584317,1,1,-0.5105602889699654,-0.7359303015405715,0,0.5128639139466996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4535201597038295,0,1,-0.2259443252205817
0,0,0,1.125056875803025,1,0,-1.3215172250510334,-0.34177748205077957,0,1.6523656749758053,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.3087541209120437,3,0,-0.6146436363708078
0,1,1,-0.5851984004382496,0,0,-1.303237458049206,-0.7993724052372719,0,-0.22510718203134877,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.278772477087818,1,0,-0.5074525698440778
0,0,0,-1.1960038562387048,1,1,0.179085466098976,-0.9201021109160067,0,-1.8363018085309597,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0011601412668652356,0,0,1.349129001677388
0,0,1,-0.9516816739185228,1,1,0.15415851109648415,-0.7536658548688563,0,0.5982420132522929,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,-0.03976980408239897,0,3,0.13407243521324
0,1,0,0.9621754209229036,1,1,0.9435120861753926,1.3121731615414312,0,0.3192838670062952,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.9621321981581954,3,3,-0.474262959009582
0,0,0,-1.0331224013585834,1,1,0.15914390209698223,-0.7757691190914203,0,0.25672961602991995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.323119653722737,0,0,0.33514867521668407
0,1,1,1.4915401492832983,1,0,-1.481049737066981,-0.3825427837307177,0,0.73264912007991,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-1.4610898871915352,3,0,-0.628547235660224
0,1,1,0.880734693482843,1,0,-1.4744025490663168,-0.5246257426703725,0,1.68448812817989,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-1.4702377446072836,3,0,-0.6191068094001924
0,1,0,1.2064976032430856,1,1,-1.3630621500551865,-0.367476387060048,0,0.34717968163089497,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-1.366526445696833,3,0,-0.6184102760220863
0,1,1,1.2064976032430856,1,1,0.18905624809997262,0.8915052486429348,0,0.5551302997415478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.15408348763652693,3,2,-0.533419968104487
0,0,0,-0.62591876415828,1,0,0.03284733008435696,-0.515537374546923,0,-0.40516198551740185,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02201919017606587,1,2,-0.24282409194297425
0,0,0,-0.9516816739185228,0,1,-1.3348116010523623,-0.9219109608823243,0,-1.7559956755207482,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4396473519695674,0,0,-0.37958205101081127
0,1,0,1.2879383306831464,1,0,0.14917312009598557,0.9564914925547844,0,-0.1473370321688282,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0.1585104293468878,3,4,-0.5394817047752696
0,1,0,1.6137012404433893,1,0,-1.3331498040521963,-0.19839303350121346,0,0.5618929214687235,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-1.2977461681213616,3,0,-0.6229176966526052
0,0,0,-0.0965540357978854,1,0,0.8521132511662559,0.23864276567786422,0,-1.0391577724401238,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9687770869475214,2,3,-0.3272845680384028
0,1,0,0.6771328748826912,1,1,1.1994288242009752,1.1327881868329588,0,0.8594482774644544,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.1307884261304486,3,3,-0.4303742245369842
0,1,0,1.1657772395230555,1,0,0.35191235411625243,1.0807065432905703,0,1.7461970514403682,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0.42391535566533073,3,4,-0.5222905644825496
0,1,1,0.5956921474426305,1,0,0.7457582431556239,0.7666504826751588,0,-0.5412597477768128,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6865033927657516,2,2,-0.45334344672602106
0,0,0,-0.5037576729981889,1,0,-0.012021188920128179,-0.3887414037372452,0,-1.9275972018478316,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.1728456609067833,1,3,-0.310024672667971
0,1,1,1.5322605130033284,1,0,-1.33148800705203,-0.26198955121942863,0,1.273658858253966,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-1.341787811910295,3,0,-0.6217463705347006
0,0,1,0.880734693482843,1,1,1.3656085242175875,1.5648386190316974,0,1.2804214799811418,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1.4273148364298316,3,5,-0.440974602225496
1,1,0,1.1657772395230555,1,1,1.114677177192503,1.670678401207208,0,0.8560669666008666,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1.1481704828648205,3,4,-0.479849714616327
0,0,0,-0.7888002190384014,1,0,-1.505976692069473,-0.8865722091013388,0,-0.5082919668568313,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-1.450801079746704,1,0,-0.502344818046821
0,1,1,-1.1960038562387048,1,1,-0.2014660469390663,-0.9313963936325262,0,-0.6308644856618909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.2807609172823274,0,2,1.0209290090844536
0,0,0,-0.30015585439803716,1,1,-1.4827115340671475,-0.7691513753122096,0,-0.4668709087778801,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.428686202479621,2,0,-0.5727757584410627
0,0,0,-0.0965540357978854,1,1,-0.00869759491979612,-0.1726279510541529,0,0.5399144008554024,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.05781201766012393,2,2,-0.4230769873442995
0,1,0,-0.46303730927815856,0,0,-1.2051914350394048,-0.7281213638811029,0,-0.5361877814814311,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1473692604844623,1,1,-0.5131030325150746
1,1,0,-0.38159658183809786,1,1,0.8537750481664219,-0.07168529927525837,0,0.7368757586593948,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.9037815467084583,1,2,-0.22952729457203289
0,1,1,0.5142514200025698,1,1,1.3423433662152622,1.0814124359603523,0,1.2804214799811418,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1.335806735893367,2,4,-0.39954697936220224
0,1,1,-0.3408762181180675,1,0,0.611152686142168,-0.10883290102256137,0,-1.6875241305330941,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6611555100237513,1,2,-0.2802908043433942
0,1,0,0.9621754209229036,1,0,1.2775332832087833,1.5285292648297613,0,0.11302390432743631,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1.2514473916135334,3,4,-0.45404746877402546
0,0,0,-1.2774445836787656,1,0,-1.505976692069473,-0.9971988259438118,0,1.2001153469709303,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-1.4948936010732827,0,0,0.4533866638145754
1,1,0,0.9214550572028734,1,0,0.7989357471609396,1.114236445105238,0,-0.09239073063552562,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0.7489917901130151,3,3,-0.47982329640912746
0,1,0,1.6137012404433893,1,1,0.7025515211513048,1.690178686209949,0,1.657437641271187,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0.6664782383427139,3,5,-0.526717423654736
1,0,0,0.5142514200025698,0,0,-1.0157465770204666,-0.30138718585166335,0,1.1113559368017492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.9653004875720852,2,1,-0.5763898840477439
0,0,0,0.5956921474426305,1,0,-1.4827115340671475,-0.5442142642568363,0,-1.506623999331144,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.4020719360597669,2,0,-0.6135021767358919
0,0,0,-1.2367242199587352,1,1,-0.4806479429669752,-0.964860118009402,0,1.2423817327657785,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6053555735611337,0,1,1.260749091008257
0,1,0,-1.2367242199587352,1,1,0.5114448661322006,-0.9199476968944916,0,0.7191238766255585,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.076259490519401,0,2,2.4015665325103353
0,1,0,-0.8295205827584317,1,1,-0.44907379996381874,-0.7357317692271953,0,-1.101712023416499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.45228124880200193,0,1,-0.20962803402012672
0,1,1,1.4915401492832983,1,1,1.0116457631822036,1.9376602444065,0,1.4925987366712794,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1.056975573003999,3,3,-0.5057025721818953
1,0,1,0.9621754209229036,1,0,0.9983513871808745,1.3167394047490868,0,1.092758727052016,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.9682382590314884,3,3,-0.47094399792613245
1,0,0,-1.1552834925186746,1,1,0.5147684601325326,-0.8717925813277682,0,-0.48377746309581937,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3709062170789407,0,1,1.1785796605483085
0,1,0,1.2879383306831464,1,1,0.37683930911874425,1.1201924145065276,0,-0.15071834303241605,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0.35005121689817786,3,4,-0.5273988296700678
0,1,1,1.2064976032430856,1,0,1.6879971422498155,2.152670739793057,0,1.6472937086804236,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1.6773311022447455,3,6,-0.4513415336915594
0,1,1,1.247217966963116,1,0,-1.3331498040521963,-0.3111373283530338,0,-0.007012631329932395,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-1.311796990968278,3,0,-0.6174733011004171
0,0,0,0.8400143297628127,0,1,-0.3709693409560109,0.2644740255627167,0,0.6616415919445651,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,-0.34272204615863133,3,5,-0.5478276755494762
0,1,1,-1.1145631287986442,1,0,-1.505976692069473,-0.967816043564116,0,0.14599168524741785,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.568897878942446,0,0,-0.289960044299844
1,1,0,0.6771328748826912,1,1,0.7789941831589463,0.8292984571183538,0,1.341285075525723,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6669806387197588,3,3,-0.4593819444063335
